total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3047,1855,379,267,734,409,2021-02-02T08:12:47.970Z
100,61,20,14,40,22,2021-02-02T08:12:47.970Z
