section,male,female,lastUpdate,date
0,24583,23291,2021-01-04T08:07:45.310Z,2021-01-04T08:07:45.310Z
10,50114,39325,2021-01-04T08:07:45.310Z,2021-01-04T08:07:45.310Z
20,43548,42076,2021-01-04T08:07:45.310Z,2021-01-04T08:07:45.310Z
30,30572,31380,2021-01-04T08:07:45.310Z,2021-01-04T08:07:45.310Z
40,26657,29115,2021-01-04T08:07:45.310Z,2021-01-04T08:07:45.310Z
50,20816,21923,2021-01-04T08:07:45.310Z,2021-01-04T08:07:45.310Z
60,15254,13932,2021-01-04T08:07:45.310Z,2021-01-04T08:07:45.310Z
70,7646,7031,2021-01-04T08:07:45.310Z,2021-01-04T08:07:45.310Z
80,3211,4114,2021-01-04T08:07:45.310Z,2021-01-04T08:07:45.310Z
90,815,1782,2021-01-04T08:07:45.310Z,2021-01-04T08:07:45.310Z
