total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,691,111,75,235,244,2021-03-26T11:22:54.570Z
100,24,16,11,34,35,2021-03-26T11:22:54.570Z
