age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,318978,264162,1538337,20.7,17.2,2021-03-26T11:22:54.570Z
20-29,940207,796700,1300361,72.3,61.3,2021-03-26T11:22:54.570Z
30-39,922322,811919,1197026,77.1,67.8,2021-03-26T11:22:54.570Z
40-49,900503,818208,1098556,82.0,74.5,2021-03-26T11:22:54.570Z
50-59,738426,681533,849966,86.9,80.2,2021-03-26T11:22:54.570Z
60-69,656234,619959,741639,88.5,83.6,2021-03-26T11:22:54.570Z
70-79,476444,457517,490784,97.1,93.2,2021-03-26T11:22:54.570Z
80-89,212832,203453,225538,94.4,90.2,2021-03-26T11:22:54.570Z
90+,49963,46939,51496,97.0,91.2,2021-03-26T11:22:54.570Z
