name,amount,lastUpdate,date
hard,760,2021-02-27T16:24:35.060Z,2021-02-27T16:24:35.060Z
moderate,196,2021-02-27T16:24:35.060Z,2021-02-27T16:24:35.060Z
critical,302,2021-02-27T16:24:35.060Z,2021-02-27T16:24:35.060Z
breath,244,2021-02-27T16:24:35.060Z,2021-02-27T16:24:35.060Z
name,amount,lastUpdate,date
hard,760,2021-02-27T16:24:35.060Z,2021-02-27T16:24:35.060Z
moderate,196,2021-02-27T16:24:35.060Z,2021-02-27T16:24:35.060Z
critical,302,2021-02-27T16:24:35.060Z,2021-02-27T16:24:35.060Z
breath,244,2021-02-27T16:24:35.060Z,2021-02-27T16:24:35.060Z
