age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,255058,141084,1538337,16.6,9.2,2021-02-27T16:24:35.060Z
20-29,777303,362600,1300361,59.8,27.9,2021-02-27T16:24:35.060Z
30-39,802215,432905,1197026,67.0,36.2,2021-02-27T16:24:35.060Z
40-49,822574,602136,1098556,74.9,54.8,2021-02-27T16:24:35.060Z
50-59,687657,555251,849966,80.9,65.3,2021-02-27T16:24:35.060Z
60-69,624158,558183,741639,84.2,75.3,2021-02-27T16:24:35.060Z
70-79,459851,428129,490784,93.7,87.2,2021-02-27T16:24:35.060Z
80-89,205109,189785,225538,90.9,84.1,2021-02-27T16:24:35.060Z
90+,48178,43764,51496,93.6,85.0,2021-02-27T16:24:35.060Z
