section,male,female,lastUpdate,date
0,1,1,2021-01-07T18:11:14.923Z,2021-01-07T18:11:14.923Z
10,1,2,2021-01-07T18:11:14.923Z,2021-01-07T18:11:14.923Z
20,5,7,2021-01-07T18:11:14.923Z,2021-01-07T18:11:14.923Z
30,12,7,2021-01-07T18:11:14.923Z,2021-01-07T18:11:14.923Z
40,23,23,2021-01-07T18:11:14.923Z,2021-01-07T18:11:14.923Z
50,126,63,2021-01-07T18:11:14.923Z,2021-01-07T18:11:14.923Z
60,332,136,2021-01-07T18:11:14.923Z,2021-01-07T18:11:14.923Z
70,585,292,2021-01-07T18:11:14.923Z,2021-01-07T18:11:14.923Z
80,656,555,2021-01-07T18:11:14.923Z,2021-01-07T18:11:14.923Z
90,299,423,2021-01-07T18:11:14.923Z,2021-01-07T18:11:14.923Z
