total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1779,322,249,782,425,2021-01-27T09:37:45.910Z
100,88,18,14,44,24,2021-01-27T09:37:45.910Z
