section,male,female,lastUpdate,date
0,1,2,2021-01-27T09:37:45.910Z,2021-01-27T09:37:45.910Z
10,3,2,2021-01-27T09:37:45.910Z,2021-01-27T09:37:45.910Z
20,6,9,2021-01-27T09:37:45.910Z,2021-01-27T09:37:45.910Z
30,14,10,2021-01-27T09:37:45.910Z,2021-01-27T09:37:45.910Z
40,30,29,2021-01-27T09:37:45.910Z,2021-01-27T09:37:45.910Z
50,154,73,2021-01-27T09:37:45.910Z,2021-01-27T09:37:45.910Z
60,432,183,2021-01-27T09:37:45.910Z,2021-01-27T09:37:45.910Z
70,754,374,2021-01-27T09:37:45.910Z,2021-01-27T09:37:45.910Z
80,851,690,2021-01-27T09:37:45.910Z,2021-01-27T09:37:45.910Z
90,388,533,2021-01-27T09:37:45.910Z,2021-01-27T09:37:45.910Z
