age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,72700,9466,1505185,4.8,0.6,2021-01-27T09:37:45.910Z
20-29,240137,66255,1277634,18.8,5.2,2021-01-27T09:37:45.910Z
30-39,275493,93928,1186386,23.2,7.9,2021-01-27T09:37:45.910Z
40-49,484033,145520,1080768,44.8,13.5,2021-01-27T09:37:45.910Z
50-59,504241,197984,832687,60.6,23.8,2021-01-27T09:37:45.910Z
60-69,541608,378943,735380,73.7,51.5,2021-01-27T09:37:45.910Z
70-79,420042,321039,462148,90.9,69.5,2021-01-27T09:37:45.910Z
80-89,186910,138427,222547,84.0,62.2,2021-01-27T09:37:45.910Z
90+,43806,32278,50589,86.6,63.8,2021-01-27T09:37:45.910Z
