date,amount,lastUpdate
2020-09-15T00:00:00.000Z,4605,2020-09-22T07:23:11.323Z
2020-09-16T00:00:00.000Z,3803,2020-09-22T07:23:11.323Z
2020-09-17T00:00:00.000Z,4441,2020-09-22T07:23:11.323Z
2020-09-18T00:00:00.000Z,4533,2020-09-22T07:23:11.323Z
2020-09-19T00:00:00.000Z,3260,2020-09-22T07:23:11.323Z
2020-09-20T00:00:00.000Z,2068,2020-09-22T07:23:11.323Z
2020-09-21T00:00:00.000Z,3182,2020-09-22T07:23:11.323Z
