total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,367,83,49,95,136,2021-04-13T14:33:32.113Z
100,13,23,13,26,37,2021-04-13T14:33:32.113Z
