section,male,female,lastUpdate,date
0,0,1,2021-04-13T14:33:32.113Z,2021-04-13T14:33:32.113Z
10,0,0,2021-04-13T14:33:32.113Z,2021-04-13T14:33:32.113Z
20,0,0,2021-04-13T14:33:32.113Z,2021-04-13T14:33:32.113Z
30,2,4,2021-04-13T14:33:32.113Z,2021-04-13T14:33:32.113Z
40,15,2,2021-04-13T14:33:32.113Z,2021-04-13T14:33:32.113Z
50,26,10,2021-04-13T14:33:32.113Z,2021-04-13T14:33:32.113Z
60,12,15,2021-04-13T14:33:32.113Z,2021-04-13T14:33:32.113Z
70,12,10,2021-04-13T14:33:32.113Z,2021-04-13T14:33:32.113Z
80,10,4,2021-04-13T14:33:32.113Z,2021-04-13T14:33:32.113Z
90,0,1,2021-04-13T14:33:32.113Z,2021-04-13T14:33:32.113Z
