Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
109,261,270,130,585,2020-10-22T18:39:58.803Z,2020-10-22T18:39:58.803Z
