section,male,female,lastUpdate,date
0,1,1,2020-11-28T13:32:13.783Z,2020-11-28T13:32:13.783Z
10,1,2,2020-11-28T13:32:13.783Z,2020-11-28T13:32:13.783Z
20,1,5,2020-11-28T13:32:13.783Z,2020-11-28T13:32:13.783Z
30,11,7,2020-11-28T13:32:13.783Z,2020-11-28T13:32:13.783Z
40,20,12,2020-11-28T13:32:13.783Z,2020-11-28T13:32:13.783Z
50,94,52,2020-11-28T13:32:13.783Z,2020-11-28T13:32:13.783Z
60,257,108,2020-11-28T13:32:13.783Z,2020-11-28T13:32:13.783Z
70,475,232,2020-11-28T13:32:13.783Z,2020-11-28T13:32:13.783Z
80,533,438,2020-11-28T13:32:13.783Z,2020-11-28T13:32:13.783Z
90,234,361,2020-11-28T13:32:13.783Z,2020-11-28T13:32:13.783Z
