section,male,female,lastUpdate,date
0,6381,6163,2020-09-02T16:16:58.493Z,2020-09-02T16:16:58.493Z
10,12728,10196,2020-09-02T16:16:58.493Z,2020-09-02T16:16:58.493Z
20,12499,12288,2020-09-02T16:16:58.493Z,2020-09-02T16:16:58.493Z
30,8505,8366,2020-09-02T16:16:58.493Z,2020-09-02T16:16:58.493Z
40,7347,7881,2020-09-02T16:16:58.493Z,2020-09-02T16:16:58.493Z
50,5853,6118,2020-09-02T16:16:58.493Z,2020-09-02T16:16:58.493Z
60,4118,3803,2020-09-02T16:16:58.493Z,2020-09-02T16:16:58.493Z
70,2066,1915,2020-09-02T16:16:58.493Z,2020-09-02T16:16:58.493Z
80,876,1192,2020-09-02T16:16:58.493Z,2020-09-02T16:16:58.493Z
90,226,547,2020-09-02T16:16:58.493Z,2020-09-02T16:16:58.493Z
