name,amount,lastUpdate,date
hard,305,2020-11-11T19:28:29.050Z,2020-11-11T19:28:29.050Z
moderate,106,2020-11-11T19:28:29.050Z,2020-11-11T19:28:29.050Z
critical,151,2020-11-11T19:28:29.050Z,2020-11-11T19:28:29.050Z
name,amount,lastUpdate,date
hard,305,2020-11-11T19:28:29.050Z,2020-11-11T19:28:29.050Z
moderate,106,2020-11-11T19:28:29.050Z,2020-11-11T19:28:29.050Z
critical,151,2020-11-11T19:28:29.050Z,2020-11-11T19:28:29.050Z
