section,male,female,lastUpdate,date
0,0,0,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
10,1,0,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
20,1,0,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
30,0,0,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
40,5,1,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
50,9,2,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
60,16,7,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
70,20,16,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
80,6,8,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
90,0,0,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
