section,male,female,lastUpdate,date
0,0,0,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
10,2,0,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
20,3,1,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
30,5,1,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
40,12,8,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
50,29,13,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
60,50,17,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
70,65,34,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
80,32,35,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
90,4,6,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
