section,male,female,lastUpdate,date
0,18868,18007,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
10,41351,30471,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
20,35922,33415,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
30,24332,24485,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
40,21346,22808,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
50,16595,17375,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
60,12159,10897,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
70,6062,5567,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
80,2543,3253,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
90,612,1400,2020-12-10T10:48:57.087Z,2020-12-10T10:48:57.087Z
