section,male,female,lastUpdate,date
0,18503,17668,2020-12-06T19:38:38.523Z,2020-12-06T19:38:38.523Z
10,40867,29916,2020-12-06T19:38:38.523Z,2020-12-06T19:38:38.523Z
20,35328,32721,2020-12-06T19:38:38.523Z,2020-12-06T19:38:38.523Z
30,23854,23970,2020-12-06T19:38:38.523Z,2020-12-06T19:38:38.523Z
40,20922,22285,2020-12-06T19:38:38.523Z,2020-12-06T19:38:38.523Z
50,16261,17015,2020-12-06T19:38:38.523Z,2020-12-06T19:38:38.523Z
60,11907,10665,2020-12-06T19:38:38.523Z,2020-12-06T19:38:38.523Z
70,5921,5442,2020-12-06T19:38:38.523Z,2020-12-06T19:38:38.523Z
80,2490,3163,2020-12-06T19:38:38.523Z,2020-12-06T19:38:38.523Z
90,600,1370,2020-12-06T19:38:38.523Z,2020-12-06T19:38:38.523Z
