section,male,female,lastUpdate,date
0,0,0,2020-10-25T21:24:35.750Z,2020-10-25T21:24:35.750Z
10,0,0,2020-10-25T21:24:35.750Z,2020-10-25T21:24:35.750Z
20,0,1,2020-10-25T21:24:35.750Z,2020-10-25T21:24:35.750Z
30,2,0,2020-10-25T21:24:35.750Z,2020-10-25T21:24:35.750Z
40,10,1,2020-10-25T21:24:35.750Z,2020-10-25T21:24:35.750Z
50,26,9,2020-10-25T21:24:35.750Z,2020-10-25T21:24:35.750Z
60,51,17,2020-10-25T21:24:35.750Z,2020-10-25T21:24:35.750Z
70,34,22,2020-10-25T21:24:35.750Z,2020-10-25T21:24:35.750Z
80,12,13,2020-10-25T21:24:35.750Z,2020-10-25T21:24:35.750Z
90,4,2,2020-10-25T21:24:35.750Z,2020-10-25T21:24:35.750Z
