section,male,female,lastUpdate,date
0,16870,16154,2020-10-29T04:45:36.930Z,2020-10-29T04:45:36.930Z
10,38539,27399,2020-10-29T04:45:36.930Z,2020-10-29T04:45:36.930Z
20,32520,29377,2020-10-29T04:45:36.930Z,2020-10-29T04:45:36.930Z
30,21664,21257,2020-10-29T04:45:36.930Z,2020-10-29T04:45:36.930Z
40,18892,19854,2020-10-29T04:45:36.930Z,2020-10-29T04:45:36.930Z
50,14613,15084,2020-10-29T04:45:36.930Z,2020-10-29T04:45:36.930Z
60,10661,9396,2020-10-29T04:45:36.930Z,2020-10-29T04:45:36.930Z
70,5215,4739,2020-10-29T04:45:36.930Z,2020-10-29T04:45:36.930Z
80,2264,2821,2020-10-29T04:45:36.930Z,2020-10-29T04:45:36.930Z
90,534,1223,2020-10-29T04:45:36.930Z,2020-10-29T04:45:36.930Z
