name,amount,lastUpdate,date
hard,643,2020-09-20T16:12:55.767Z,2020-09-20T16:12:55.767Z
moderate,241,2020-09-20T16:12:55.767Z,2020-09-20T16:12:55.767Z
name,amount,lastUpdate,date
hard,643,2020-09-20T16:12:55.767Z,2020-09-20T16:12:55.767Z
moderate,241,2020-09-20T16:12:55.767Z,2020-09-20T16:12:55.767Z
