total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2353,1764,358,231,739,434,2021-01-30T11:09:46.137Z
100,75,20,13,42,25,2021-01-30T11:09:46.137Z
