age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,302440,214041,1538337,19.7,13.9,2021-03-15T06:59:24.693Z
20-29,914646,647021,1300361,70.3,49.8,2021-03-15T06:59:24.693Z
30-39,920322,685195,1197026,76.9,57.2,2021-03-15T06:59:24.693Z
40-49,904346,741346,1098556,82.3,67.5,2021-03-15T06:59:24.693Z
50-59,739051,635774,849966,87.0,74.8,2021-03-15T06:59:24.693Z
60-69,650916,596207,741639,87.8,80.4,2021-03-15T06:59:24.693Z
70-79,472792,445629,490784,96.3,90.8,2021-03-15T06:59:24.693Z
80-89,210955,197650,225538,93.5,87.6,2021-03-15T06:59:24.693Z
90+,49465,45695,51496,96.1,88.7,2021-03-15T06:59:24.693Z
