section,male,female,lastUpdate,date
0,60499,57101,2021-03-15T06:59:24.693Z,2021-03-15T06:59:24.693Z
10,90597,81896,2021-03-15T06:59:24.693Z,2021-03-15T06:59:24.693Z
20,75516,78882,2021-03-15T06:59:24.693Z,2021-03-15T06:59:24.693Z
30,54819,58689,2021-03-15T06:59:24.693Z,2021-03-15T06:59:24.693Z
40,45657,50585,2021-03-15T06:59:24.693Z,2021-03-15T06:59:24.693Z
50,34021,36792,2021-03-15T06:59:24.693Z,2021-03-15T06:59:24.693Z
60,23252,22682,2021-03-15T06:59:24.693Z,2021-03-15T06:59:24.693Z
70,11558,11582,2021-03-15T06:59:24.693Z,2021-03-15T06:59:24.693Z
80,5074,6977,2021-03-15T06:59:24.693Z,2021-03-15T06:59:24.693Z
90,1369,2866,2021-03-15T06:59:24.693Z,2021-03-15T06:59:24.693Z
