total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,995,190,154,364,263,2021-03-15T06:59:24.693Z
100,30,19,15,37,26,2021-03-15T06:59:24.693Z
