name,amount,lastUpdate,date
hard,867,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
moderate,306,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
name,amount,lastUpdate,date
hard,867,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
moderate,306,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
