section,male,female,lastUpdate,date
0,14893,14315,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
10,35376,24385,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
20,29315,26316,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
30,19646,19103,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
40,17117,17977,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
50,13197,13521,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
60,9488,8379,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
70,4548,4114,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
80,1934,2388,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
90,450,1029,2020-10-07T15:46:34.190Z,2020-10-07T15:46:34.190Z
