amount,lastUpdate
0,2021-04-01T18:27:26.773Z
0,2021-04-01T18:27:26.773Z
0,2021-04-01T18:27:26.773Z
1,2021-04-01T18:27:26.773Z
2,2021-04-01T18:27:26.773Z
3,2021-04-01T18:27:26.773Z
5,2021-04-01T18:27:26.773Z
5,2021-04-01T18:27:26.773Z
6,2021-04-01T18:27:26.773Z
7,2021-04-01T18:27:26.773Z
7,2021-04-01T18:27:26.773Z
7,2021-04-01T18:27:26.773Z
6,2021-04-01T18:27:26.773Z
9,2021-04-01T18:27:26.773Z
11,2021-04-01T18:27:26.773Z
12,2021-04-01T18:27:26.773Z
16,2021-04-01T18:27:26.773Z
21,2021-04-01T18:27:26.773Z
23,2021-04-01T18:27:26.773Z
27,2021-04-01T18:27:26.773Z
38,2021-04-01T18:27:26.773Z
44,2021-04-01T18:27:26.773Z
48,2021-04-01T18:27:26.773Z
52,2021-04-01T18:27:26.773Z
56,2021-04-01T18:27:26.773Z
67,2021-04-01T18:27:26.773Z
70,2021-04-01T18:27:26.773Z
80,2021-04-01T18:27:26.773Z
89,2021-04-01T18:27:26.773Z
99,2021-04-01T18:27:26.773Z
111,2021-04-01T18:27:26.773Z
113,2021-04-01T18:27:26.773Z
131,2021-04-01T18:27:26.773Z
140,2021-04-01T18:27:26.773Z
135,2021-04-01T18:27:26.773Z
147,2021-04-01T18:27:26.773Z
160,2021-04-01T18:27:26.773Z
166,2021-04-01T18:27:26.773Z
166,2021-04-01T18:27:26.773Z
170,2021-04-01T18:27:26.773Z
182,2021-04-01T18:27:26.773Z
177,2021-04-01T18:27:26.773Z
192,2021-04-01T18:27:26.773Z
178,2021-04-01T18:27:26.773Z
186,2021-04-01T18:27:26.773Z
182,2021-04-01T18:27:26.773Z
165,2021-04-01T18:27:26.773Z
175,2021-04-01T18:27:26.773Z
157,2021-04-01T18:27:26.773Z
155,2021-04-01T18:27:26.773Z
145,2021-04-01T18:27:26.773Z
149,2021-04-01T18:27:26.773Z
146,2021-04-01T18:27:26.773Z
144,2021-04-01T18:27:26.773Z
136,2021-04-01T18:27:26.773Z
142,2021-04-01T18:27:26.773Z
132,2021-04-01T18:27:26.773Z
127,2021-04-01T18:27:26.773Z
122,2021-04-01T18:27:26.773Z
112,2021-04-01T18:27:26.773Z
109,2021-04-01T18:27:26.773Z
111,2021-04-01T18:27:26.773Z
101,2021-04-01T18:27:26.773Z
97,2021-04-01T18:27:26.773Z
91,2021-04-01T18:27:26.773Z
88,2021-04-01T18:27:26.773Z
84,2021-04-01T18:27:26.773Z
78,2021-04-01T18:27:26.773Z
78,2021-04-01T18:27:26.773Z
74,2021-04-01T18:27:26.773Z
69,2021-04-01T18:27:26.773Z
66,2021-04-01T18:27:26.773Z
61,2021-04-01T18:27:26.773Z
61,2021-04-01T18:27:26.773Z
61,2021-04-01T18:27:26.773Z
60,2021-04-01T18:27:26.773Z
55,2021-04-01T18:27:26.773Z
52,2021-04-01T18:27:26.773Z
51,2021-04-01T18:27:26.773Z
46,2021-04-01T18:27:26.773Z
