section,male,female,lastUpdate,date
0,61791,58376,2021-04-01T18:27:26.773Z,2021-04-01T18:27:26.773Z
10,91974,83524,2021-04-01T18:27:26.773Z,2021-04-01T18:27:26.773Z
20,76627,80126,2021-04-01T18:27:26.773Z,2021-04-01T18:27:26.773Z
30,55645,59687,2021-04-01T18:27:26.773Z,2021-04-01T18:27:26.773Z
40,46300,51416,2021-04-01T18:27:26.773Z,2021-04-01T18:27:26.773Z
50,34454,37315,2021-04-01T18:27:26.773Z,2021-04-01T18:27:26.773Z
60,23533,23048,2021-04-01T18:27:26.773Z,2021-04-01T18:27:26.773Z
70,11723,11717,2021-04-01T18:27:26.773Z,2021-04-01T18:27:26.773Z
80,5228,7194,2021-04-01T18:27:26.773Z,2021-04-01T18:27:26.773Z
90,1423,2962,2021-04-01T18:27:26.773Z,2021-04-01T18:27:26.773Z
