total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,538,97,62,160,214,2021-04-01T18:27:26.773Z
100,19,18,12,30,40,2021-04-01T18:27:26.773Z
