section,male,female,lastUpdate,date
0,0,0,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
10,0,0,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
20,0,1,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
30,2,0,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
40,9,1,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
50,26,9,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
60,50,17,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
70,36,21,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
80,13,12,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
90,5,2,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
