section,male,female,lastUpdate,date
0,,1,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
10,1.0,3,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
20,1.0,3,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
30,8.0,4,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
40,17.0,8,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
50,76.0,40,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
60,204.0,86,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
70,399.0,196,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
80,471.0,363,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
90,205.0,310,2020-10-26T04:40:34.257Z,2020-10-26T04:40:34.257Z
