section,male,female,lastUpdate,date
0,0,0,2020-12-27T03:31:00.333Z,2020-12-27T03:31:00.333Z
10,2,0,2020-12-27T03:31:00.333Z,2020-12-27T03:31:00.333Z
20,0,0,2020-12-27T03:31:00.333Z,2020-12-27T03:31:00.333Z
30,0,0,2020-12-27T03:31:00.333Z,2020-12-27T03:31:00.333Z
40,6,2,2020-12-27T03:31:00.333Z,2020-12-27T03:31:00.333Z
50,20,1,2020-12-27T03:31:00.333Z,2020-12-27T03:31:00.333Z
60,28,11,2020-12-27T03:31:00.333Z,2020-12-27T03:31:00.333Z
70,26,17,2020-12-27T03:31:00.333Z,2020-12-27T03:31:00.333Z
80,4,7,2020-12-27T03:31:00.333Z,2020-12-27T03:31:00.333Z
90,0,2,2020-12-27T03:31:00.333Z,2020-12-27T03:31:00.333Z
