total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,323,74,52,77,116,2021-04-19T05:55:13.617Z
100,11,23,16,24,36,2021-04-19T05:55:13.617Z
