dates,averages,lastUpdate
"{'begin_date': '24.1.21', 'end_date': '30.1.21'}",6538,2021-02-18T19:42:32.353Z
"{'begin_date': '31.1.21', 'end_date': '6.2.21'}",6582,2021-02-18T19:42:32.353Z
"{'begin_date': '7.2.21', 'end_date': '13.2.21'}",5115,2021-02-18T19:42:32.353Z
"{'begin_date': '14.2.21', 'end_date': '17.2.21'}",4322,2021-02-18T19:42:32.353Z
