section,male,female,lastUpdate,date
0,51078,48084,2021-02-18T19:42:32.353Z,2021-02-18T19:42:32.353Z
10,82801,73246,2021-02-18T19:42:32.353Z,2021-02-18T19:42:32.353Z
20,69438,70938,2021-02-18T19:42:32.353Z,2021-02-18T19:42:32.353Z
30,49929,52634,2021-02-18T19:42:32.353Z,2021-02-18T19:42:32.353Z
40,42177,46553,2021-02-18T19:42:32.353Z,2021-02-18T19:42:32.353Z
50,31984,34155,2021-02-18T19:42:32.353Z,2021-02-18T19:42:32.353Z
60,22087,21215,2021-02-18T19:42:32.353Z,2021-02-18T19:42:32.353Z
70,10939,10814,2021-02-18T19:42:32.353Z,2021-02-18T19:42:32.353Z
80,4842,6560,2021-02-18T19:42:32.353Z,2021-02-18T19:42:32.353Z
90,1285,2712,2021-02-18T19:42:32.353Z,2021-02-18T19:42:32.353Z
