total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3445,1405,289,197,552,351,2021-02-18T19:42:32.353Z
100,41,21,14,39,25,2021-02-18T19:42:32.353Z
