dates,averages,lastUpdate
"{'begin_date': '10.1.21', 'end_date': '16.1.21'}",8318,2021-01-31T08:26:49.547Z
"{'begin_date': '17.1.21', 'end_date': '23.1.21'}",7121,2021-01-31T08:26:49.547Z
"{'begin_date': '24.1.21', 'end_date': '30.1.21'}",6514,2021-01-31T08:26:49.547Z
"{'begin_date': '31.1.21', 'end_date': '31.1.21'}",1066,2021-01-31T08:26:49.547Z
