age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,321498,271608,1538337,20.9,17.7,2021-03-31T06:52:24.037Z
20-29,946042,816375,1300361,72.8,62.8,2021-03-31T06:52:24.037Z
30-39,926572,826704,1197026,77.4,69.1,2021-03-31T06:52:24.037Z
40-49,903408,828148,1098556,82.2,75.4,2021-03-31T06:52:24.037Z
50-59,740347,687579,849966,87.1,80.9,2021-03-31T06:52:24.037Z
60-69,657403,623127,741639,88.6,84.0,2021-03-31T06:52:24.037Z
70-79,477049,459157,490784,97.2,93.6,2021-03-31T06:52:24.037Z
80-89,213152,204333,225538,94.5,90.6,2021-03-31T06:52:24.037Z
90+,50082,47152,51496,97.3,91.6,2021-03-31T06:52:24.037Z
