total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,593,117,75,172,224,2021-03-31T06:52:24.037Z
100,21,20,13,29,38,2021-03-31T06:52:24.037Z
