city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands,lastUpdate,date
ירושלים,52809,3928,2798,47346,42,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
חיפה,7082,669,458,18854,24,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
תל אביב - יפו,12119,638,419,28460,14,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
פתח תקווה,8914,542,366,17967,22,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
נצרת,3767,451,294,3326,57,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
בני ברק,26378,439,361,5386,22,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
אשדוד,13324,352,270,10681,16,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
טמרה,1769,345,260,2293,100,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
סח'נין,2363,342,244,3124,104,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
באר שבע,6617,339,221,12992,17,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
נתניה,7799,338,223,9908,16,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
חולון,6505,311,202,10059,17,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
ראשון לציון,6194,310,190,13358,13,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
שפרעם,1993,301,193,2894,73,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
אום אל-פחם,3462,226,135,1791,40,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
רמת גן,3348,217,141,8832,15,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
אשקלון,4718,217,152,7198,15,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
מג'דל שמס,1063,207,130,845,184,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
בית שמש,8223,206,153,4602,16,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
בת ים,4284,187,115,6246,14,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
לוד,3507,184,116,3763,24,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
רחובות,5027,180,118,7749,13,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
דאלית אל-כרמל,922,176,140,1217,102,2020-12-17T19:49:35.037Z,2020-12-17T19:49:35.037Z
