total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3440,1178,234,170,453,302,2021-02-25T20:07:31.120Z
100,34,20,14,38,26,2021-02-25T20:07:31.120Z
