section,male,female,lastUpdate,date
0,0,1,2021-02-25T20:07:31.120Z,2021-02-25T20:07:31.120Z
10,1,4,2021-02-25T20:07:31.120Z,2021-02-25T20:07:31.120Z
20,16,13,2021-02-25T20:07:31.120Z,2021-02-25T20:07:31.120Z
30,27,28,2021-02-25T20:07:31.120Z,2021-02-25T20:07:31.120Z
40,54,37,2021-02-25T20:07:31.120Z,2021-02-25T20:07:31.120Z
50,88,57,2021-02-25T20:07:31.120Z,2021-02-25T20:07:31.120Z
60,93,63,2021-02-25T20:07:31.120Z,2021-02-25T20:07:31.120Z
70,79,58,2021-02-25T20:07:31.120Z,2021-02-25T20:07:31.120Z
80,41,50,2021-02-25T20:07:31.120Z,2021-02-25T20:07:31.120Z
90,12,11,2021-02-25T20:07:31.120Z,2021-02-25T20:07:31.120Z
