section,male,female,lastUpdate,date
0,,1,2020-11-22T21:03:25.230Z,2020-11-22T21:03:25.230Z
10,1.0,2,2020-11-22T21:03:25.230Z,2020-11-22T21:03:25.230Z
20,1.0,5,2020-11-22T21:03:25.230Z,2020-11-22T21:03:25.230Z
30,11.0,6,2020-11-22T21:03:25.230Z,2020-11-22T21:03:25.230Z
40,20.0,11,2020-11-22T21:03:25.230Z,2020-11-22T21:03:25.230Z
50,94.0,52,2020-11-22T21:03:25.230Z,2020-11-22T21:03:25.230Z
60,249.0,105,2020-11-22T21:03:25.230Z,2020-11-22T21:03:25.230Z
70,466.0,228,2020-11-22T21:03:25.230Z,2020-11-22T21:03:25.230Z
80,527.0,432,2020-11-22T21:03:25.230Z,2020-11-22T21:03:25.230Z
90,232.0,358,2020-11-22T21:03:25.230Z,2020-11-22T21:03:25.230Z
