total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3263,854,158,125,311,246,2021-03-19T13:42:53.387Z
100,26,19,15,36,29,2021-03-19T13:42:53.387Z
