section,male,female,lastUpdate,date
0,1,1,2020-12-01T06:03:22.033Z,2020-12-01T06:03:22.033Z
10,1,2,2020-12-01T06:03:22.033Z,2020-12-01T06:03:22.033Z
20,1,5,2020-12-01T06:03:22.033Z,2020-12-01T06:03:22.033Z
30,11,7,2020-12-01T06:03:22.033Z,2020-12-01T06:03:22.033Z
40,19,12,2020-12-01T06:03:22.033Z,2020-12-01T06:03:22.033Z
50,97,53,2020-12-01T06:03:22.033Z,2020-12-01T06:03:22.033Z
60,260,109,2020-12-01T06:03:22.033Z,2020-12-01T06:03:22.033Z
70,477,237,2020-12-01T06:03:22.033Z,2020-12-01T06:03:22.033Z
80,537,439,2020-12-01T06:03:22.033Z,2020-12-01T06:03:22.033Z
90,235,361,2020-12-01T06:03:22.033Z,2020-12-01T06:03:22.033Z
