dates,averages,lastUpdate
"{'begin_date': '24.1.21', 'end_date': '30.1.21'}",6537,2021-02-16T06:43:30.430Z
"{'begin_date': '31.1.21', 'end_date': '6.2.21'}",6582,2021-02-16T06:43:30.430Z
"{'begin_date': '7.2.21', 'end_date': '13.2.21'}",5113,2021-02-16T06:43:30.430Z
"{'begin_date': '14.2.21', 'end_date': '15.2.21'}",4297,2021-02-16T06:43:30.430Z
