total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2917,1503,279,209,601,361,2021-02-16T06:43:30.430Z
100,52,19,14,40,24,2021-02-16T06:43:30.430Z
