city,sickCount,actualSick,verifiedLast7Days,testLast7Days,patientDiffPopulationForTenThousands,lastUpdate,date
ירושלים,117480,7307,3126,34957,77,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
תל אביב - יפו,22589,2371,1130,24124,52,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
בני ברק,46033,2176,969,9361,106,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
פתח תקווה,19125,1755,807,14476,71,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
אשדוד,22938,1590,786,13313,70,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
ראשון לציון,12468,1400,744,14558,57,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
חולון,12549,1341,725,11148,72,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
מודיעין עילית,24094,1271,525,5524,160,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
נתניה,13762,1268,674,10699,59,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
בית שמש,18815,1170,551,5571,87,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
בת ים,8091,1044,545,7872,82,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
באר שבע,12029,1039,530,12270,52,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
אשקלון,9208,971,501,9031,67,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
רמלה,8114,937,474,5690,123,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
חיפה,14453,935,467,12323,34,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
רחובות,9729,845,419,7286,60,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
קרית גת,6283,763,390,4455,129,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
לוד,7341,728,344,4326,91,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
נתיבות,6052,718,337,3622,178,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
רמת גן,6994,683,336,8098,46,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
צפת,4244,588,231,2270,162,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
אלעד,10991,554,276,2179,116,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
חדרה,5577,539,289,5256,56,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
ביתר עילית,12415,516,224,1677,81,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
קרית מלאכי,3448,480,270,2213,192,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
ראש העין,4709,459,222,4237,71,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
קרית אתא,4123,437,217,3590,76,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
נצרת,7755,435,173,1775,55,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
