age_group,vaccinated_first_dose,vaccinated_second_dose,age_group_population,percent_vaccinated_first_dose,persent_vaccinated_second_dose,lastUpdate
10-19,189857,51445,1505185,12.6,3.4,2021-02-16T06:43:30.430Z
20-29,564615,206824,1277634,44.2,16.2,2021-02-16T06:43:30.430Z
30-39,619888,254193,1186386,52.3,21.4,2021-02-16T06:43:30.430Z
40-49,710755,449917,1080768,65.8,41.6,2021-02-16T06:43:30.430Z
50-59,622192,482724,832687,74.7,58.0,2021-02-16T06:43:30.430Z
60-69,592318,529395,735380,80.5,72.0,2021-02-16T06:43:30.430Z
70-79,445277,412898,462148,96.3,89.3,2021-02-16T06:43:30.430Z
80-89,198865,182533,222547,89.4,82.0,2021-02-16T06:43:30.430Z
90+,46841,41976,50589,92.6,83.0,2021-02-16T06:43:30.430Z
