section,male,female,lastUpdate,date
0,0,1,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
10,0,2,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
20,3,3,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
30,14,11,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
40,21,11,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
50,39,18,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
60,54,30,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
70,36,18,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
80,12,17,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
90,2,1,2021-02-16T06:43:30.430Z,2021-02-16T06:43:30.430Z
