total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3321,1167,244,177,456,264,2021-03-03T19:26:09.160Z
100,35,21,15,39,23,2021-03-03T19:26:09.160Z
