total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2020,1799,367,252,759,414,2021-01-26T16:37:13.443Z
100,89,20,14,42,23,2021-01-26T16:37:13.443Z
