total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
3445,1454,288,195,577,351,2021-02-18T08:12:11.743Z
100,42,20,13,40,24,2021-02-18T08:12:11.743Z
