date,new_hospitalized,Counthospitalized,Counthospitalized_without_release,CountHardStatus,CountMediumStatus,CountEasyStatus,CountBreath,CountDeath,total_beds,StandardOccupancy,num_visits,patients_home,patients_hotel,lastUpdate
2020-03-02T00:00:00.000Z,1,11,11,0,0,11,0,0,1883,0.005841741901221455,5632.0,-231,0,2020-09-14T06:59:27.110Z
2020-03-03T00:00:00.000Z,0,10,10,0,0,10,0,0,1883,0.005310674455655869,7857.0,-228,0,2020-09-14T06:59:27.110Z
2020-03-04T00:00:00.000Z,0,12,11,0,0,12,0,0,1883,0.006372809346787042,7012.0,-230,0,2020-09-14T06:59:27.110Z
2020-03-05T00:00:00.000Z,1,13,13,1,0,12,0,0,1883,0.006903876792352629,7012.0,-230,0,2020-09-14T06:59:27.110Z
2020-03-06T00:00:00.000Z,1,16,16,2,0,14,1,0,1883,0.008497079129049389,5177.0,-229,0,2020-09-14T06:59:27.110Z
2020-03-07T00:00:00.000Z,1,20,20,3,0,17,2,0,1883,0.01062134891131174,4861.0,-229,0,2020-09-14T06:59:27.110Z
2020-03-08T00:00:00.000Z,2,26,26,5,0,21,4,0,1883,0.01380775358470526,7330.0,-227,0,2020-09-14T06:59:27.110Z
2020-03-09T00:00:00.000Z,7,39,39,6,0,33,5,0,1883,0.02071163037705789,6205.0,-236,0,2020-09-14T06:59:27.110Z
2020-03-10T00:00:00.000Z,2,59,59,6,0,53,5,0,1883,0.03133297928836962,6021.0,-223,0,2020-09-14T06:59:27.110Z
2020-03-11T00:00:00.000Z,10,81,81,7,1,73,6,0,1883,0.04301646309081254,5981.0,-225,0,2020-09-14T06:59:27.110Z
2020-03-12T00:00:00.000Z,6,103,101,7,1,95,6,0,1883,0.05469994689325544,5983.0,-224,0,2020-09-14T06:59:27.110Z
2020-03-13T00:00:00.000Z,10,123,122,7,4,112,6,0,1883,0.06532129580456718,4121.0,-210,0,2020-09-14T06:59:27.110Z
2020-03-14T00:00:00.000Z,20,162,161,6,4,152,4,0,1883,0.08603292618162507,3692.0,-220,0,2020-09-14T06:59:27.110Z
2020-03-15T00:00:00.000Z,37,202,200,9,6,187,6,0,1883,0.1072756240042486,5489.0,-221,0,2020-09-14T06:59:27.110Z
2020-03-16T00:00:00.000Z,27,221,215,11,5,205,7,0,1883,0.1173659054699947,4759.0,-163,0,2020-09-14T06:59:27.110Z
2020-03-17T00:00:00.000Z,46,256,256,12,6,238,7,0,1883,0.1359532660647902,4338.0,-114,0,2020-09-14T06:59:27.110Z
2020-03-18T00:00:00.000Z,54,306,269,16,11,279,7,0,1883,0.1625066383430696,3920.0,-14,0,2020-09-14T06:59:27.110Z
2020-03-19T00:00:00.000Z,31,295,264,21,11,263,12,0,1883,0.1566648964418481,4053.0,117,0,2020-09-14T06:59:27.110Z
2020-03-20T00:00:00.000Z,30,289,251,23,14,252,12,1,1883,0.1534784917684546,3207.0,292,0,2020-09-14T06:59:27.110Z
2020-03-21T00:00:00.000Z,35,277,274,27,21,229,15,0,1883,0.1471056824216676,2905.0,475,0,2020-09-14T06:59:27.110Z
2020-03-22T00:00:00.000Z,54,324,305,37,32,255,22,0,1883,0.1720658523632501,4523.0,690,0,2020-09-14T06:59:27.110Z
2020-03-23T00:00:00.000Z,58,352,323,42,36,274,24,0,1883,0.1869357408390866,4053.0,1011,0,2020-09-14T06:59:27.110Z
2020-03-24T00:00:00.000Z,82,395,343,45,48,302,26,3,1883,0.2097716409984068,3963.0,1402,0,2020-09-14T06:59:27.110Z
2020-03-25T00:00:00.000Z,81,413,397,49,53,311,28,1,1883,0.2193308550185874,3666.0,1760,0,2020-09-14T06:59:27.110Z
2020-03-26T00:00:00.000Z,83,464,413,54,65,345,31,5,1883,0.2464152947424323,3925.0,2243,0,2020-09-14T06:59:27.110Z
