section,male,female,lastUpdate,date
0,0,0,2020-10-26T07:37:44.503Z,2020-10-26T07:37:44.503Z
10,0,0,2020-10-26T07:37:44.503Z,2020-10-26T07:37:44.503Z
20,0,0,2020-10-26T07:37:44.503Z,2020-10-26T07:37:44.503Z
30,2,0,2020-10-26T07:37:44.503Z,2020-10-26T07:37:44.503Z
40,11,1,2020-10-26T07:37:44.503Z,2020-10-26T07:37:44.503Z
50,24,9,2020-10-26T07:37:44.503Z,2020-10-26T07:37:44.503Z
60,45,18,2020-10-26T07:37:44.503Z,2020-10-26T07:37:44.503Z
70,37,23,2020-10-26T07:37:44.503Z,2020-10-26T07:37:44.503Z
80,13,13,2020-10-26T07:37:44.503Z,2020-10-26T07:37:44.503Z
90,4,3,2020-10-26T07:37:44.503Z,2020-10-26T07:37:44.503Z
