name,amount,lastUpdate,date
hard,660,2021-03-09T16:06:47.950Z,2021-03-09T16:06:47.950Z
moderate,173,2021-03-09T16:06:47.950Z,2021-03-09T16:06:47.950Z
critical,262,2021-03-09T16:06:47.950Z,2021-03-09T16:06:47.950Z
breath,217,2021-03-09T16:06:47.950Z,2021-03-09T16:06:47.950Z
name,amount,lastUpdate,date
hard,660,2021-03-09T16:06:47.950Z,2021-03-09T16:06:47.950Z
moderate,173,2021-03-09T16:06:47.950Z,2021-03-09T16:06:47.950Z
critical,262,2021-03-09T16:06:47.950Z,2021-03-09T16:06:47.950Z
breath,217,2021-03-09T16:06:47.950Z,2021-03-09T16:06:47.950Z
