section,male,female,lastUpdate,date
0,1,1,2020-12-10T17:11:36.463Z,2020-12-10T17:11:36.463Z
10,1,2,2020-12-10T17:11:36.463Z,2020-12-10T17:11:36.463Z
20,1,5,2020-12-10T17:11:36.463Z,2020-12-10T17:11:36.463Z
30,12,7,2020-12-10T17:11:36.463Z,2020-12-10T17:11:36.463Z
40,21,12,2020-12-10T17:11:36.463Z,2020-12-10T17:11:36.463Z
50,100,57,2020-12-10T17:11:36.463Z,2020-12-10T17:11:36.463Z
60,270,113,2020-12-10T17:11:36.463Z,2020-12-10T17:11:36.463Z
70,493,247,2020-12-10T17:11:36.463Z,2020-12-10T17:11:36.463Z
80,544,463,2020-12-10T17:11:36.463Z,2020-12-10T17:11:36.463Z
90,240,368,2020-12-10T17:11:36.463Z,2020-12-10T17:11:36.463Z
