total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,438,101,52,112,168,2021-04-08T19:16:17.017Z
100,15,23,12,26,38,2021-04-08T19:16:17.017Z
