Verified_Doctors,Verified_Nurses,isolated_Nurses,isolated_Doctors,isolated_Other_Sector,lastUpdate,date
252,548,602,234,1677,2020-10-06T07:12:48.303Z,2020-10-06T07:12:48.303Z
