total_beds,total_occupancy,easy_occupancy,medium_occupancy,hard_occupancy,critical_occupancy,lastUpdate
2892,438,102,52,112,167,2021-04-08T14:12:40.223Z
100,15,23,12,26,38,2021-04-08T14:12:40.223Z
